date,y,m,d,meas,kvfb,zone
2021-02-09,2021,2,9,1952.17,KPFB,wsu
2021-02-10,2021,2,10,2485.67,KNFB,eas
2021-02-10,2021,2,10,3228.95,KNFB,wsu
2021-02-10,2021,2,10,1735.89,KPFB,eas
2021-02-10,2021,2,10,1933.44,KPFB,wsu
2021-02-11,2021,2,11,2472.08,KNFB,eas
2021-02-11,2021,2,11,3313.75,KNFB,wsu
2021-02-11,2021,2,11,1788.89,KPFB,eas
2021-02-11,2021,2,11,1944.16,KPFB,wsu
2021-02-12,2021,2,12,2408.62,KNFB,eas
2021-02-12,2021,2,12,3320.59,KNFB,wsu
2021-02-12,2021,2,12,1764.79,KPFB,eas
2021-02-12,2021,2,12,1882.62,KPFB,wsu
2021-02-13,2021,2,13,2406.79,KNFB,eas
2021-02-13,2021,2,13,3310.86,KNFB,wsu
2021-02-13,2021,2,13,1784.2,KPFB,eas
2021-02-13,2021,2,13,1939.48,KPFB,wsu
2021-02-14,2021,2,14,2492.81,KNFB,eas
2021-02-14,2021,2,14,3329.82,KNFB,wsu
2021-02-14,2021,2,14,1739.07,KPFB,eas
2021-02-14,2021,2,14,1895.34,KPFB,wsu
2021-02-15,2021,2,15,2430.71,KNFB,eas
2021-02-15,2021,2,15,3345.15,KNFB,wsu
2021-02-15,2021,2,15,1771.75,KPFB,eas
2021-02-15,2021,2,15,1881.97,KPFB,wsu
2021-02-16,2021,2,16,2428.16,KNFB,eas
2021-02-16,2021,2,16,3319.27,KNFB,wsu
2021-02-16,2021,2,16,1769.77,KPFB,eas
2021-02-16,2021,2,16,1884.12,KPFB,wsu
2021-02-17,2021,2,17,2469.08,KNFB,eas
2021-02-17,2021,2,17,3254.55,KNFB,wsu
2021-02-17,2021,2,17,1763.7,KPFB,eas
2021-02-17,2021,2,17,1895.19,KPFB,wsu
2021-02-18,2021,2,18,2479.94,KNFB,eas
2021-02-18,2021,2,18,3312.11,KNFB,wsu
2021-02-18,2021,2,18,1782.01,KPFB,eas
2021-02-18,2021,2,18,1879.99,KPFB,wsu
2021-02-19,2021,2,19,2481.46,KNFB,eas
2021-02-19,2021,2,19,3262.44,KNFB,wsu
2021-02-19,2021,2,19,1741.13,KPFB,eas
2021-02-19,2021,2,19,1882.75,KPFB,wsu
2021-02-20,2021,2,20,2456.58,KNFB,eas
2021-02-20,2021,2,20,3310.96,KNFB,wsu
2021-02-20,2021,2,20,1721.9,KPFB,eas
2021-02-20,2021,2,20,1866.17,KPFB,wsu
2021-02-21,2021,2,21,2417.69,KNFB,eas
2021-02-21,2021,2,21,3315.63,KNFB,wsu
2021-02-21,2021,2,21,1758.86,KPFB,eas
2021-02-21,2021,2,21,1875.87,KPFB,wsu
2021-02-22,2021,2,22,2387.06,KNFB,eas
2021-02-22,2021,2,22,3274.89,KNFB,wsu
2021-02-22,2021,2,22,1762.01,KPFB,eas
2021-02-22,2021,2,22,1894.21,KPFB,wsu
2021-02-23,2021,2,23,2452.17,KNFB,eas
2021-02-23,2021,2,23,3317.32,KNFB,wsu
2021-02-23,2021,2,23,1750.38,KPFB,eas
2021-02-23,2021,2,23,1881.83,KPFB,wsu
2021-02-24,2021,2,24,2428.73,KNFB,eas
2021-02-24,2021,2,24,3290.24,KNFB,wsu
2021-02-24,2021,2,24,1723.83,KPFB,eas
2021-02-24,2021,2,24,1872.13,KPFB,wsu
2021-02-25,2021,2,25,2413.52,KNFB,eas
2021-02-25,2021,2,25,3388.27,KNFB,wsu
2021-02-25,2021,2,25,1743.74,KPFB,eas
2021-02-25,2021,2,25,1899.69,KPFB,wsu
2021-02-26,2021,2,26,2457.96,KNFB,eas
2021-02-26,2021,2,26,3411.77,KNFB,wsu
2021-02-26,2021,2,26,1729.48,KPFB,eas
2021-02-26,2021,2,26,1908.18,KPFB,wsu
2021-02-27,2021,2,27,2378.85,KNFB,eas
2021-02-27,2021,2,27,3299.08,KNFB,wsu
2021-02-27,2021,2,27,1736.66,KPFB,eas
2021-02-27,2021,2,27,1895.34,KPFB,wsu
2021-02-28,2021,2,28,2413.5,KNFB,eas
2021-02-28,2021,2,28,3422.44,KNFB,wsu
2021-02-28,2021,2,28,1750.97,KPFB,eas
2021-02-28,2021,2,28,1860.95,KPFB,wsu
2021-03-01,2021,3,1,2364.86,KNFB,eas
2021-03-01,2021,3,1,3369.04,KNFB,wsu
2021-03-01,2021,3,1,1757.07,KPFB,eas
2021-03-01,2021,3,1,1889.29,KPFB,wsu
2021-03-02,2021,3,2,2410.17,KNFB,eas
2021-03-02,2021,3,2,3342.12,KNFB,wsu
2021-03-02,2021,3,2,1719.1,KPFB,eas
2021-03-02,2021,3,2,1842.47,KPFB,wsu
2021-03-03,2021,3,3,2371.54,KNFB,eas
2021-03-03,2021,3,3,3315.18,KNFB,wsu
2021-03-03,2021,3,3,1728.85,KPFB,eas
2021-03-03,2021,3,3,1838.38,KPFB,wsu
2021-03-04,2021,3,4,2378.75,KNFB,eas
2021-03-04,2021,3,4,3375.47,KNFB,wsu
2021-03-04,2021,3,4,1717.13,KPFB,eas
2021-03-04,2021,3,4,1851.94,KPFB,wsu
2021-03-05,2021,3,5,2379.8,KNFB,eas
2021-03-05,2021,3,5,3418.32,KNFB,wsu
2021-03-05,2021,3,5,1709.97,KPFB,eas
2021-03-05,2021,3,5,1883.84,KPFB,wsu
2021-03-06,2021,3,6,2432.4,KNFB,eas
2021-03-06,2021,3,6,3409.66,KNFB,wsu
2021-03-06,2021,3,6,1748.14,KPFB,eas
2021-03-06,2021,3,6,1839.56,KPFB,wsu
2021-03-07,2021,3,7,2442.97,KNFB,eas
2021-03-07,2021,3,7,3323.88,KNFB,wsu
2021-03-07,2021,3,7,1754.52,KPFB,eas
2021-03-07,2021,3,7,1823.48,KPFB,wsu
2021-03-08,2021,3,8,2428.43,KNFB,eas
2021-03-08,2021,3,8,3330.02,KNFB,wsu
2021-03-08,2021,3,8,1715.02,KPFB,eas
2021-03-08,2021,3,8,1826.08,KPFB,wsu
2021-03-09,2021,3,9,2466.32,KNFB,eas
2021-03-09,2021,3,9,3377.86,KNFB,wsu
2021-03-09,2021,3,9,1738.98,KPFB,eas
2021-03-09,2021,3,9,1877.43,KPFB,wsu
2021-03-10,2021,3,10,2410.62,KNFB,eas
2021-03-10,2021,3,10,3366.37,KNFB,wsu
2021-03-10,2021,3,10,1746.69,KPFB,eas
2021-03-10,2021,3,10,1858.25,KPFB,wsu
2021-03-11,2021,3,11,2403.16,KNFB,eas
2021-03-11,2021,3,11,3360.92,KNFB,wsu
2021-03-11,2021,3,11,1740.87,KPFB,eas
2021-03-11,2021,3,11,1827.62,KPFB,wsu
2021-03-12,2021,3,12,2460.89,KNFB,eas
2021-03-12,2021,3,12,3370.63,KNFB,wsu
2021-03-12,2021,3,12,1693.05,KPFB,eas
2021-03-12,2021,3,12,1847.4,KPFB,wsu
2021-03-13,2021,3,13,2399.5,KNFB,eas
2021-03-13,2021,3,13,3444.87,KNFB,wsu
2021-03-13,2021,3,13,1743.77,KPFB,eas
2021-03-13,2021,3,13,1842.84,KPFB,wsu
2021-03-14,2021,3,14,2472.5,KNFB,eas
2021-03-14,2021,3,14,3465.17,KNFB,wsu
2021-03-14,2021,3,14,1701.79,KPFB,eas
2021-03-14,2021,3,14,1849.72,KPFB,wsu
2021-03-15,2021,3,15,2381.32,KNFB,eas
2021-03-15,2021,3,15,3396.86,KNFB,wsu
2021-03-15,2021,3,15,1696.95,KPFB,eas
2021-03-15,2021,3,15,1816.18,KPFB,wsu
2021-03-16,2021,3,16,2475.57,KNFB,eas
2021-03-16,2021,3,16,3468.38,KNFB,wsu
2021-03-16,2021,3,16,1675.79,KPFB,eas
2021-03-16,2021,3,16,1859.98,KPFB,wsu
2021-03-17,2021,3,17,2386.67,KNFB,eas
2021-03-17,2021,3,17,3391.67,KNFB,wsu
2021-03-17,2021,3,17,1702.41,KPFB,eas
2021-03-17,2021,3,17,1816.78,KPFB,wsu
2021-03-18,2021,3,18,2470.35,KNFB,eas
2021-03-18,2021,3,18,3415.97,KNFB,wsu
2021-03-18,2021,3,18,1674.46,KPFB,eas
2021-03-18,2021,3,18,1842.42,KPFB,wsu
2021-03-19,2021,3,19,2436.18,KNFB,eas
2021-03-19,2021,3,19,3384.82,KNFB,wsu
2021-03-19,2021,3,19,1681.69,KPFB,eas
2021-03-19,2021,3,19,1790.37,KPFB,wsu
2021-03-20,2021,3,20,2482.69,KNFB,eas
2021-03-20,2021,3,20,3444.7,KNFB,wsu
2021-03-20,2021,3,20,1684.06,KPFB,eas
2021-03-20,2021,3,20,1813.91,KPFB,wsu
2021-03-21,2021,3,21,2394.34,KNFB,eas
2021-03-21,2021,3,21,3494.27,KNFB,wsu
2021-03-21,2021,3,21,1715.12,KPFB,eas
2021-03-21,2021,3,21,1809.88,KPFB,wsu
2021-03-22,2021,3,22,2442.31,KNFB,eas
2021-03-22,2021,3,22,3445.92,KNFB,wsu
2021-03-22,2021,3,22,1717.31,KPFB,eas
2021-03-22,2021,3,22,1821.32,KPFB,wsu
2021-03-23,2021,3,23,2484.03,KNFB,eas
2021-03-23,2021,3,23,3415.3,KNFB,wsu
2021-03-23,2021,3,23,1676.26,KPFB,eas
2021-03-23,2021,3,23,1784.61,KPFB,wsu
2021-03-24,2021,3,24,2441.71,KNFB,eas
2021-03-24,2021,3,24,3458.3,KNFB,wsu
2021-03-24,2021,3,24,1711.53,KPFB,eas
2021-03-24,2021,3,24,1834.17,KPFB,wsu
2021-03-25,2021,3,25,2453.28,KNFB,eas
2021-03-25,2021,3,25,3389.19,KNFB,wsu
2021-03-25,2021,3,25,1709.11,KPFB,eas
2021-03-25,2021,3,25,1790.17,KPFB,wsu
2021-03-26,2021,3,26,2460.96,KNFB,eas
2021-03-26,2021,3,26,3497.77,KNFB,wsu
2021-03-26,2021,3,26,1700.56,KPFB,eas
2021-03-26,2021,3,26,1820.9,KPFB,wsu
2021-03-27,2021,3,27,2438.59,KNFB,eas
2021-03-27,2021,3,27,3447.78,KNFB,wsu
2021-03-27,2021,3,27,1656.7,KPFB,eas
2021-03-27,2021,3,27,1827.48,KPFB,wsu
2021-03-28,2021,3,28,2456.7,KNFB,eas
2021-03-28,2021,3,28,3443.49,KNFB,wsu
2021-03-28,2021,3,28,1690.94,KPFB,eas
2021-03-28,2021,3,28,1807.53,KPFB,wsu
2021-03-29,2021,3,29,2453.67,KNFB,eas
2021-03-29,2021,3,29,3465.47,KNFB,wsu
2021-03-29,2021,3,29,1705.7,KPFB,eas
2021-03-29,2021,3,29,1817.9,KPFB,wsu
2021-03-30,2021,3,30,2485.87,KNFB,eas
2021-03-30,2021,3,30,3474.0,KNFB,wsu
2021-03-30,2021,3,30,1685.8,KPFB,eas
2021-03-30,2021,3,30,1809.67,KPFB,wsu
2021-03-31,2021,3,31,2403.3,KNFB,eas
2021-03-31,2021,3,31,3400.61,KNFB,wsu
2021-03-31,2021,3,31,1660.03,KPFB,eas
2021-03-31,2021,3,31,1785.14,KPFB,wsu
2021-04-01,2021,4,1,2427.54,KNFB,eas
2021-04-01,2021,4,1,3488.3,KNFB,wsu
2021-04-01,2021,4,1,1669.04,KPFB,eas
2021-04-01,2021,4,1,1815.15,KPFB,wsu
2021-04-02,2021,4,2,2495.6,KNFB,eas
2021-04-02,2021,4,2,3427.25,KNFB,wsu
2021-04-02,2021,4,2,1678.06,KPFB,eas
2021-04-02,2021,4,2,1772.85,KPFB,wsu
2021-04-03,2021,4,3,2492.17,KNFB,eas
2021-04-03,2021,4,3,3492.64,KNFB,wsu
2021-04-03,2021,4,3,1668.37,KPFB,eas
2021-04-03,2021,4,3,1787.14,KPFB,wsu
2021-04-04,2021,4,4,2451.94,KNFB,eas
2021-04-04,2021,4,4,3507.68,KNFB,wsu
2021-04-04,2021,4,4,1641.66,KPFB,eas
2021-04-04,2021,4,4,1794.04,KPFB,wsu
2021-04-05,2021,4,5,2470.55,KNFB,eas
2021-04-05,2021,4,5,3505.1,KNFB,wsu
2021-04-05,2021,4,5,1653.81,KPFB,eas
2021-04-05,2021,4,5,1762.56,KPFB,wsu
2021-04-06,2021,4,6,2439.25,KNFB,eas
2021-04-06,2021,4,6,3470.27,KNFB,wsu
2021-04-06,2021,4,6,1685.81,KPFB,eas
2021-04-06,2021,4,6,1751.74,KPFB,wsu
2021-04-07,2021,4,7,2432.87,KNFB,eas
2021-04-07,2021,4,7,3465.79,KNFB,wsu
2021-04-07,2021,4,7,1689.07,KPFB,eas
2021-04-07,2021,4,7,1757.34,KPFB,wsu
2021-04-08,2021,4,8,2462.45,KNFB,eas
2021-04-08,2021,4,8,3413.53,KNFB,wsu
2021-04-08,2021,4,8,1640.19,KPFB,eas
2021-04-08,2021,4,8,1777.05,KPFB,wsu
2021-04-09,2021,4,9,2453.99,KNFB,eas
2021-04-09,2021,4,9,3501.14,KNFB,wsu
2021-04-09,2021,4,9,1693.77,KPFB,eas
2021-04-09,2021,4,9,1779.35,KPFB,wsu
2021-04-10,2021,4,10,2479.17,KNFB,eas
2021-04-10,2021,4,10,3431.34,KNFB,wsu
2021-04-10,2021,4,10,1651.61,KPFB,eas
2021-04-10,2021,4,10,1746.94,KPFB,wsu
2021-04-11,2021,4,11,2431.56,KNFB,eas
2021-04-11,2021,4,11,3462.54,KNFB,wsu
2021-04-11,2021,4,11,1673.13,KPFB,eas
2021-04-11,2021,4,11,1749.56,KPFB,wsu
2021-04-12,2021,4,12,2522.75,KNFB,eas
2021-04-12,2021,4,12,3433.12,KNFB,wsu
2021-04-12,2021,4,12,1678.4,KPFB,eas
2021-04-12,2021,4,12,1760.82,KPFB,wsu
2021-04-13,2021,4,13,2526.4,KNFB,eas
2021-04-13,2021,4,13,3412.28,KNFB,wsu
2021-04-13,2021,4,13,1681.73,KPFB,eas
2021-04-13,2021,4,13,1699.66,KPFB,wsu
2021-04-14,2021,4,14,2500.3,KNFB,eas
2021-04-14,2021,4,14,3480.95,KNFB,wsu
2021-04-14,2021,4,14,1689.94,KPFB,eas
2021-04-14,2021,4,14,1703.48,KPFB,wsu
2021-04-15,2021,4,15,2486.65,KNFB,eas
2021-04-15,2021,4,15,3401.27,KNFB,wsu
2021-04-15,2021,4,15,1647.25,KPFB,eas
2021-04-15,2021,4,15,1730.81,KPFB,wsu
2021-04-16,2021,4,16,2466.56,KNFB,eas
2021-04-16,2021,4,16,3497.44,KNFB,wsu
2021-04-16,2021,4,16,1682.79,KPFB,eas
2021-04-16,2021,4,16,1733.16,KPFB,wsu
2021-04-17,2021,4,17,2519.16,KNFB,eas
2021-04-17,2021,4,17,3437.73,KNFB,wsu
2021-04-17,2021,4,17,1633.9,KPFB,eas
2021-04-17,2021,4,17,1729.89,KPFB,wsu
2021-04-18,2021,4,18,2508.77,KNFB,eas
2021-04-18,2021,4,18,3393.76,KNFB,wsu
2021-04-18,2021,4,18,1671.26,KPFB,eas
2021-04-18,2021,4,18,1694.29,KPFB,wsu
2021-04-19,2021,4,19,2459.16,KNFB,eas
2021-04-19,2021,4,19,3464.54,KNFB,wsu
2021-04-19,2021,4,19,1673.04,KPFB,eas
2021-04-19,2021,4,19,1666.76,KPFB,wsu
2021-04-20,2021,4,20,2536.25,KNFB,eas
2021-04-20,2021,4,20,3400.23,KNFB,wsu
2021-04-20,2021,4,20,1668.11,KPFB,eas
2021-04-20,2021,4,20,1684.93,KPFB,wsu
2021-04-21,2021,4,21,2529.89,KNFB,eas
2021-04-21,2021,4,21,3432.0,KNFB,wsu
2021-04-21,2021,4,21,1639.26,KPFB,eas
2021-04-21,2021,4,21,1665.53,KPFB,wsu
2021-04-22,2021,4,22,2545.08,KNFB,eas
2021-04-22,2021,4,22,3491.67,KNFB,wsu
2021-04-22,2021,4,22,1679.7,KPFB,eas
2021-04-22,2021,4,22,1664.18,KPFB,wsu
2021-04-23,2021,4,23,2525.13,KNFB,eas
2021-04-23,2021,4,23,3402.42,KNFB,wsu
2021-04-23,2021,4,23,1632.42,KPFB,eas
2021-04-23,2021,4,23,1690.95,KPFB,wsu
2021-04-24,2021,4,24,2516.33,KNFB,eas
2021-04-24,2021,4,24,3510.01,KNFB,wsu
2021-04-24,2021,4,24,1624.14,KPFB,eas
2021-04-24,2021,4,24,1638.96,KPFB,wsu
2021-04-25,2021,4,25,2499.2,KNFB,eas
2021-04-25,2021,4,25,3394.27,KNFB,wsu
2021-04-25,2021,4,25,1667.38,KPFB,eas
2021-04-25,2021,4,25,1683.57,KPFB,wsu
2021-04-26,2021,4,26,2553.28,KNFB,eas
2021-04-26,2021,4,26,3427.93,KNFB,wsu
2021-04-26,2021,4,26,1650.71,KPFB,eas
2021-04-26,2021,4,26,1651.54,KPFB,wsu
2021-04-27,2021,4,27,2549.05,KNFB,eas
2021-04-27,2021,4,27,3496.37,KNFB,wsu
2021-04-27,2021,4,27,1674.73,KPFB,eas
2021-04-27,2021,4,27,1657.21,KPFB,wsu
2021-04-28,2021,4,28,2468.95,KNFB,eas
2021-04-28,2021,4,28,3437.55,KNFB,wsu
2021-04-28,2021,4,28,1643.3,KPFB,eas
2021-04-28,2021,4,28,1618.39,KPFB,wsu
2021-04-29,2021,4,29,2469.45,KNFB,eas
2021-04-29,2021,4,29,3407.85,KNFB,wsu
2021-04-29,2021,4,29,1628.44,KPFB,eas
2021-04-29,2021,4,29,1629.26,KPFB,wsu
2021-04-30,2021,4,30,2507.12,KNFB,eas
2021-04-30,2021,4,30,3443.64,KNFB,wsu
2021-04-30,2021,4,30,1671.87,KPFB,eas
2021-04-30,2021,4,30,1607.64,KPFB,wsu
2021-05-01,2021,5,1,2553.33,KNFB,eas
2021-05-01,2021,5,1,3531.87,KNFB,eas
2021-05-01,2021,5,1,1652.23,KPFB,eas
2021-05-01,2021,5,1,1659.07,KPFB,wsu
2021-05-02,2021,5,2,2571.16,KNFB,eas
2021-05-02,2021,5,2,3568.91,KNFB,eas
2021-05-02,2021,5,2,1626.08,KPFB,eas
2021-05-02,2021,5,2,1644.87,KPFB,wsu
2021-05-03,2021,5,3,2486.73,KNFB,eas
2021-05-03,2021,5,3,3534.75,KNFB,eas
2021-05-03,2021,5,3,1658.59,KPFB,eas
2021-05-03,2021,5,3,1618.19,KPFB,wsu
2021-05-04,2021,5,4,2531.5,KNFB,eas
2021-05-04,2021,5,4,3583.13,KNFB,eas
2021-05-04,2021,5,4,1642.37,KPFB,eas
2021-05-04,2021,5,4,1598.84,KPFB,wsu
2021-05-05,2021,5,5,2509.98,KNFB,eas
2021-05-05,2021,5,5,3542.15,KNFB,eas
2021-05-05,2021,5,5,1646.03,KPFB,eas
2021-05-05,2021,5,5,1640.57,KPFB,wsu
2021-05-06,2021,5,6,2569.4,KNFB,eas
2021-05-06,2021,5,6,3544.88,KNFB,eas
2021-05-06,2021,5,6,1634.18,KPFB,eas
2021-05-06,2021,5,6,1598.52,KPFB,wsu
2021-05-07,2021,5,7,2556.51,KNFB,eas
2021-05-07,2021,5,7,3591.01,KNFB,eas
2021-05-07,2021,5,7,1655.78,KPFB,eas
2021-05-07,2021,5,7,1582.66,KPFB,wsu
2021-05-08,2021,5,8,2556.13,KNFB,eas
2021-05-08,2021,5,8,3525.5,KNFB,eas
2021-05-08,2021,5,8,1653.35,KPFB,eas
2021-05-08,2021,5,8,1604.37,KPFB,wsu
2021-05-09,2021,5,9,2518.84,KNFB,eas
2021-05-09,2021,5,9,3488.78,KNFB,eas
2021-05-09,2021,5,9,1643.03,KPFB,eas
2021-05-09,2021,5,9,1624.56,KPFB,wsu
2021-05-10,2021,5,10,2513.41,KNFB,eas
2021-05-10,2021,5,10,3475.3,KNFB,eas
2021-05-10,2021,5,10,1601.26,KPFB,eas
2021-05-10,2021,5,10,1560.53,KPFB,wsu
2021-05-11,2021,5,11,2499.14,KNFB,eas
2021-05-11,2021,5,11,3579.68,KNFB,eas
2021-05-11,2021,5,11,1646.5,KPFB,eas
2021-05-11,2021,5,11,1571.4,KPFB,wsu
2021-05-12,2021,5,12,2477.25,KNFB,eas
2021-05-12,2021,5,12,3562.03,KNFB,eas
2021-05-12,2021,5,12,1633.13,KPFB,eas
2021-05-12,2021,5,12,1611.71,KPFB,wsu
2021-05-13,2021,5,13,2558.79,KNFB,eas
2021-05-13,2021,5,13,3575.37,KNFB,eas
2021-05-13,2021,5,13,1632.34,KPFB,eas
2021-05-13,2021,5,13,1559.05,KPFB,wsu
2021-05-14,2021,5,14,2553.57,KNFB,eas
2021-05-14,2021,5,14,3507.14,KNFB,eas
2021-05-14,2021,5,14,1608.27,KPFB,eas
2021-05-14,2021,5,14,1551.36,KPFB,wsu
2021-05-15,2021,5,15,2572.41,KNFB,eas
2021-05-15,2021,5,15,3497.7,KNFB,eas
2021-05-15,2021,5,15,1639.17,KPFB,eas
2021-05-15,2021,5,15,1576.06,KPFB,wsu
2021-05-16,2021,5,16,2572.1,KNFB,eas
2021-05-16,2021,5,16,3481.82,KNFB,eas
2021-05-16,2021,5,16,1626.76,KPFB,eas
2021-05-16,2021,5,16,1590.24,KPFB,wsu
2021-05-17,2021,5,17,2527.59,KNFB,eas
2021-05-17,2021,5,17,3531.0,KNFB,eas
2021-05-17,2021,5,17,1584.83,KPFB,eas
2021-05-17,2021,5,17,1562.02,KPFB,wsu
2021-05-18,2021,5,18,2549.14,KNFB,eas
2021-05-18,2021,5,18,3566.46,KNFB,eas
2021-05-18,2021,5,18,1601.39,KPFB,eas
2021-05-18,2021,5,18,1590.2,KPFB,wsu
2021-05-19,2021,5,19,2566.87,KNFB,eas
2021-05-19,2021,5,19,3539.81,KNFB,eas
2021-05-19,2021,5,19,1629.67,KPFB,eas
2021-05-19,2021,5,19,1566.4,KPFB,wsu
2021-05-20,2021,5,20,2557.27,KNFB,eas
2021-05-20,2021,5,20,3547.69,KNFB,eas
2021-05-20,2021,5,20,1573.4,KPFB,eas
2021-05-20,2021,5,20,1524.73,KPFB,wsu
2021-05-21,2021,5,21,2496.51,KNFB,eas
2021-05-21,2021,5,21,3615.55,KNFB,eas
2021-05-21,2021,5,21,1629.5,KPFB,eas
2021-05-21,2021,5,21,1577.56,KPFB,wsu
2021-05-22,2021,5,22,2517.01,KNFB,eas
2021-05-22,2021,5,22,3537.88,KNFB,eas
2021-05-22,2021,5,22,1608.96,KPFB,eas
2021-05-22,2021,5,22,1537.28,KPFB,wsu
2021-05-23,2021,5,23,2484.59,KNFB,eas
2021-05-23,2021,5,23,3562.93,KNFB,eas
2021-05-23,2021,5,23,1603.45,KPFB,eas
2021-05-23,2021,5,23,1525.78,KPFB,wsu
2021-05-24,2021,5,24,2567.8,KNFB,eas
2021-05-24,2021,5,24,3602.81,KNFB,eas
2021-05-24,2021,5,24,1578.0,KPFB,eas
2021-05-24,2021,5,24,1538.33,KPFB,wsu
2021-05-25,2021,5,25,2532.71,KNFB,eas
2021-05-25,2021,5,25,3549.09,KNFB,eas
2021-05-25,2021,5,25,1574.18,KPFB,eas
2021-05-25,2021,5,25,1518.7,KPFB,wsu
2021-05-26,2021,5,26,2494.63,KNFB,eas
2021-05-26,2021,5,26,3582.7,KNFB,eas
2021-05-26,2021,5,26,1615.78,KPFB,eas
2021-05-26,2021,5,26,1501.33,KPFB,wsu
2021-05-27,2021,5,27,2539.32,KNFB,eas
2021-05-27,2021,5,27,3618.44,KNFB,eas
2021-05-27,2021,5,27,1572.47,KPFB,eas
2021-05-27,2021,5,27,1492.12,KPFB,wsu
2021-05-28,2021,5,28,2533.92,KNFB,eas
2021-05-28,2021,5,28,3632.35,KNFB,eas
2021-05-28,2021,5,28,1600.25,KPFB,eas
2021-05-28,2021,5,28,1515.33,KPFB,wsu
2021-05-29,2021,5,29,2507.69,KNFB,eas
2021-05-29,2021,5,29,3519.25,KNFB,eas
2021-05-29,2021,5,29,1573.6,KPFB,eas
2021-05-29,2021,5,29,1534.69,KPFB,wsu
2021-05-30,2021,5,30,2483.02,KNFB,eas
2021-05-30,2021,5,30,3632.03,KNFB,eas
2021-05-30,2021,5,30,1555.13,KPFB,eas
2021-05-30,2021,5,30,1514.56,KPFB,wsu
2021-05-31,2021,5,31,2539.31,KNFB,eas
2021-05-31,2021,5,31,3571.42,KNFB,eas
2021-05-31,2021,5,31,1544.62,KPFB,eas
2021-05-31,2021,5,31,1536.17,KPFB,wsu
2021-06-01,2021,6,1,3539.44,KNFB,eas
2021-06-01,2021,6,1,2643.98,KNFB,eas
2021-06-01,2021,6,1,1575.78,KPFB,eas
2021-06-01,2021,6,1,1489.19,KPFB,wsu
2021-06-02,2021,6,2,3568.16,KNFB,eas
2021-06-02,2021,6,2,2574.8,KNFB,eas
2021-06-02,2021,6,2,1600.32,KPFB,eas
2021-06-02,2021,6,2,1481.05,KPFB,wsu
2021-06-03,2021,6,3,3642.63,KNFB,eas
2021-06-03,2021,6,3,2653.67,KNFB,eas
2021-06-03,2021,6,3,1559.66,KPFB,eas
2021-06-03,2021,6,3,1466.1,KPFB,wsu
2021-06-04,2021,6,4,3572.94,KNFB,eas
2021-06-04,2021,6,4,2634.81,KNFB,eas
2021-06-04,2021,6,4,1556.36,KPFB,eas
2021-06-04,2021,6,4,1458.63,KPFB,wsu
2021-06-05,2021,6,5,3549.52,KNFB,eas
2021-06-05,2021,6,5,2576.69,KNFB,eas
2021-06-05,2021,6,5,1552.99,KPFB,eas
2021-06-05,2021,6,5,1458.03,KPFB,wsu
2021-06-06,2021,6,6,3593.07,KNFB,eas
2021-06-06,2021,6,6,2658.81,KNFB,eas
2021-06-06,2021,6,6,1561.45,KPFB,eas
2021-06-06,2021,6,6,1479.97,KPFB,wsu
2021-06-07,2021,6,7,3536.85,KNFB,eas
2021-06-07,2021,6,7,2662.89,KNFB,eas
2021-06-07,2021,6,7,1553.9,KPFB,eas
2021-06-07,2021,6,7,1478.62,KPFB,wsu
2021-06-08,2021,6,8,3513.37,KNFB,eas
2021-06-08,2021,6,8,2571.97,KNFB,eas
2021-06-08,2021,6,8,1578.66,KPFB,eas
2021-06-08,2021,6,8,1474.67,KPFB,wsu
2021-06-09,2021,6,9,3520.94,KNFB,eas
2021-06-09,2021,6,9,2593.71,KNFB,eas
2021-06-09,2021,6,9,1552.81,KPFB,eas
2021-06-09,2021,6,9,1423.92,KPFB,wsu
2021-06-10,2021,6,10,3520.83,KNFB,eas
2021-06-10,2021,6,10,2648.24,KNFB,eas
2021-06-10,2021,6,10,1550.38,KPFB,eas
2021-06-10,2021,6,10,1453.33,KPFB,wsu
2021-06-11,2021,6,11,3524.24,KNFB,eas
2021-06-11,2021,6,11,2641.3,KNFB,eas
2021-06-11,2021,6,11,1524.95,KPFB,eas
2021-06-11,2021,6,11,1413.89,KPFB,wsu
2021-06-12,2021,6,12,3522.37,KNFB,eas
2021-06-12,2021,6,12,2581.47,KNFB,eas
2021-06-12,2021,6,12,1574.6,KPFB,eas
2021-06-12,2021,6,12,1393.91,KPFB,wsu
2021-06-13,2021,6,13,3594.14,KNFB,eas
2021-06-13,2021,6,13,2583.21,KNFB,eas
2021-06-13,2021,6,13,1526.78,KPFB,eas
2021-06-13,2021,6,13,1428.84,KPFB,wsu
2021-06-14,2021,6,14,3528.52,KNFB,eas
2021-06-14,2021,6,14,2599.2,KNFB,eas
2021-06-14,2021,6,14,1513.36,KPFB,eas
2021-06-14,2021,6,14,1407.79,KPFB,wsu
2021-06-15,2021,6,15,3551.94,KNFB,eas
2021-06-15,2021,6,15,2610.25,KNFB,eas
2021-06-15,2021,6,15,1547.1,KPFB,eas
2021-06-15,2021,6,15,1373.66,KPFB,wsu
2021-06-16,2021,6,16,3630.72,KNFB,eas
2021-06-16,2021,6,16,2623.35,KNFB,eas
2021-06-16,2021,6,16,1540.35,KPFB,eas
2021-06-16,2021,6,16,1380.61,KPFB,wsu
2021-06-17,2021,6,17,3570.28,KNFB,eas
