date,series_id,meas
2022-04-02,KNFB,6493.2
2022-04-03,KNFB,6496.44
2022-04-04,KNFB,6498.78
2022-04-05,KNFB,6499.77
2022-04-06,KNFB,6502.09
2022-04-07,KNFB,6504.32
2022-04-08,KNFB,6505.34
2022-04-09,KNFB,6507.87
2022-04-10,KNFB,6509.95
2022-04-11,KNFB,6511.14
2022-04-12,KNFB,6513.76
2022-04-13,KNFB,6515.41
2022-04-14,KNFB,6517.69
2022-04-15,KNFB,6519.99
2022-04-16,KNFB,6522.13
2022-04-17,KNFB,6524.63
2022-04-18,KNFB,6527.57
2022-04-19,KNFB,6528.2
2022-04-20,KNFB,6531.0
2022-04-21,KNFB,6534.28
2022-04-22,KNFB,6535.38
2022-04-23,KNFB,6538.1
2022-04-24,KNFB,6540.87
2022-04-25,KNFB,6543.68
2022-04-26,KNFB,6545.06
2022-04-27,KNFB,6547.96
2022-04-28,KNFB,6549.33
2022-04-29,KNFB,6552.28
2022-04-30,KNFB,6554.3
2022-05-01,KNFB,6556.46
2022-05-02,KNFB,6559.22
2022-05-03,KNFB,6563.83
2022-05-04,KNFB,6567.83
2022-05-05,KNFB,6572.34
2022-05-06,KNFB,6577.67
2022-05-07,KNFB,6582.13
2022-05-08,KNFB,6584.63
2022-05-09,KNFB,6588.27
2022-05-10,KNFB,6590.55
2022-05-11,KNFB,6593.79
2022-05-12,KNFB,6597.89
2022-05-13,KNFB,6600.92
2022-05-14,KNFB,6604.02
2022-05-15,KNFB,6608.94
2022-05-16,KNFB,6612.99
2022-05-17,KNFB,6615.92
2022-05-18,KNFB,6620.1
2022-05-19,KNFB,6623.91
2022-05-20,KNFB,6626.76
2022-05-21,KNFB,6630.55
2022-05-22,KNFB,6635.54
2022-05-23,KNFB,6639.17
2022-05-24,KNFB,6643.06
2022-05-25,KNFB,6647.4
2022-05-26,KNFB,6651.07
2022-05-27,KNFB,6655.39
2022-05-28,KNFB,6660.78
2022-05-29,KNFB,6664.44
2022-05-30,KNFB,6668.01
2022-05-31,KNFB,6671.98
2022-06-01,KNFB,6676.39
2022-06-02,KNFB,6680.72
2022-06-03,KNFB,6686.96
2022-06-04,KNFB,6694.23
2022-06-05,KNFB,6700.4
2022-06-06,KNFB,6706.82
2022-06-07,KNFB,6712.51
2022-06-08,KNFB,6717.8
2022-06-09,KNFB,6723.54
2022-06-10,KNFB,6731.15
2022-06-11,KNFB,6737.5
2022-06-12,KNFB,6745.01
2022-06-13,KNFB,6752.16
2022-06-14,KNFB,6758.97
2022-06-15,KNFB,6765.67
2022-06-16,KNFB,6771.5
2022-06-17,KNFB,6777.19
2022-06-18,KNFB,6783.12
2022-06-19,KNFB,6789.27
2022-06-20,KNFB,6794.47
2022-06-21,KNFB,6800.93
2022-06-22,KNFB,6806.59
2022-06-23,KNFB,6814.42
2022-06-24,KNFB,6819.71
2022-06-25,KNFB,6826.15
2022-06-26,KNFB,6832.95
2022-06-27,KNFB,6840.84
2022-06-28,KNFB,6846.02
2022-06-29,KNFB,6853.88
2022-06-30,KNFB,6859.85
2022-07-01,KNFB,6863.47
2022-07-02,KNFB,6867.19
2022-07-03,KNFB,6868.11
2022-07-04,KNFB,6868.06
2022-07-05,KNFB,6868.03
2022-07-06,KNFB,6869.52
2022-07-07,KNFB,6869.07
2022-07-08,KNFB,6870.61
2022-07-09,KNFB,6871.59
2022-07-10,KNFB,6872.6
2022-07-11,KNFB,6871.14
2022-07-12,KNFB,6872.38
2022-07-13,KNFB,6873.1
2022-07-14,KNFB,6872.55
2022-07-15,KNFB,6872.76
2022-07-16,KNFB,6874.68
2022-07-17,KNFB,6875.47
2022-07-18,KNFB,6877.16
2022-07-19,KNFB,6878.82
2022-07-20,KNFB,6879.71
2022-07-21,KNFB,6880.58
2022-07-22,KNFB,6881.38
2022-07-23,KNFB,6881.4
2022-07-24,KNFB,6881.54
2022-07-25,KNFB,6881.72
2022-07-26,KNFB,6881.25
2022-07-27,KNFB,6880.71
2022-07-28,KNFB,6880.16
2022-07-29,KNFB,6880.34
2022-07-30,KNFB,6881.3
2022-07-31,KNFB,6882.67
2022-08-01,KNFB,6883.93
2022-08-02,KNFB,6885.69
2022-08-03,KNFB,6887.44
2022-08-04,KNFB,6888.3
2022-08-05,KNFB,6890.58
2022-08-06,KNFB,6891.5
2022-08-07,KNFB,6893.21
2022-08-08,KNFB,6895.82
2022-08-09,KNFB,6897.81
2022-08-10,KNFB,6897.49
2022-08-11,KNFB,6898.75
2022-08-12,KNFB,6901.32
2022-08-13,KNFB,6901.67
2022-08-14,KNFB,6903.99
2022-08-15,KNFB,6906.72
2022-08-16,KNFB,6909.06
2022-08-17,KNFB,6909.65
2022-08-18,KNFB,6912.51
2022-08-19,KNFB,6912.47
2022-08-20,KNFB,6913.7
2022-08-21,KNFB,6914.64
2022-08-22,KNFB,6915.76
2022-08-23,KNFB,6917.14
2022-08-24,KNFB,6919.22
2022-08-25,KNFB,6921.34
2022-08-26,KNFB,6923.13
2022-08-27,KNFB,6925.36
2022-08-28,KNFB,6925.26
2022-08-29,KNFB,6927.09
2022-08-30,KNFB,6927.99
2022-08-31,KNFB,6929.37
2022-09-01,KNFB,6929.74
2022-09-02,KNFB,6931.12
2022-09-03,KNFB,6931.67
2022-09-04,KNFB,6931.93
2022-09-05,KNFB,6932.08
2022-09-06,KNFB,6932.76
2022-09-07,KNFB,6934.5
2022-09-08,KNFB,6935.5
2022-09-09,KNFB,6937.29
2022-09-10,KNFB,6940.25
2022-09-11,KNFB,6941.69
2022-09-12,KNFB,6942.34
2022-09-13,KNFB,6943.46
2022-09-14,KNFB,6944.55
2022-09-15,KNFB,6944.19
2022-09-16,KNFB,6945.22
2022-09-17,KNFB,6947.02
2022-09-18,KNFB,6948.47
2022-09-19,KNFB,6949.65
2022-09-20,KNFB,6950.29
2022-09-21,KNFB,6951.32
2022-09-22,KNFB,6952.0
2022-09-23,KNFB,6953.01
2022-09-24,KNFB,6954.1
2022-09-25,KNFB,6956.32
2022-09-26,KNFB,6957.64
2022-09-27,KNFB,6957.64
2022-09-28,KNFB,6957.72
2022-09-29,KNFB,6958.07
2022-09-30,KNFB,6959.11
2022-10-01,KNFB,6961.59
2022-10-02,KNFB,6963.37
2022-10-03,KNFB,6965.3
2022-10-04,KNFB,6969.35
2022-10-05,KNFB,6972.6
2022-10-06,KNFB,6975.27
2022-10-07,KNFB,6978.79
2022-10-08,KNFB,6982.19
2022-10-09,KNFB,6983.68
2022-10-10,KNFB,6986.02
2022-10-11,KNFB,6987.58
2022-10-12,KNFB,6988.82
2022-10-13,KNFB,6992.19
2022-10-14,KNFB,6993.86
2022-10-15,KNFB,6995.42
2022-10-16,KNFB,6998.66
2022-10-17,KNFB,7002.38
2022-10-18,KNFB,7005.07
2022-10-19,KNFB,7007.38
2022-10-20,KNFB,7011.12
2022-10-21,KNFB,7013.4
2022-10-22,KNFB,7014.94
2022-10-23,KNFB,7016.6
2022-10-24,KNFB,7020.64
2022-10-25,KNFB,7022.29
2022-10-26,KNFB,7025.19
2022-10-27,KNFB,7029.7
2022-10-28,KNFB,7032.53
2022-10-29,KNFB,7033.76
2022-10-30,KNFB,7036.31
2022-10-31,KNFB,7037.63
2022-11-01,KNFB,7036.93
2022-11-02,KNFB,7037.92
2022-11-03,KNFB,7038.83
2022-11-04,KNFB,7037.91
2022-11-05,KNFB,7036.13
2022-11-06,KNFB,7036.93
2022-11-07,KNFB,7034.51
2022-11-08,KNFB,7033.47
2022-11-09,KNFB,7033.53
2022-11-10,KNFB,7033.8
2022-11-11,KNFB,7031.75
2022-11-12,KNFB,7032.09
2022-11-13,KNFB,7030.66
2022-11-14,KNFB,7029.1
2022-11-15,KNFB,7027.6
2022-11-16,KNFB,7026.44
2022-11-17,KNFB,7026.0
2022-11-18,KNFB,7026.54
2022-11-19,KNFB,7026.21
2022-11-20,KNFB,7026.4
2022-11-21,KNFB,7026.34
2022-11-22,KNFB,7026.07
2022-11-23,KNFB,7025.45
2022-11-24,KNFB,7024.97
2022-11-25,KNFB,7024.16
2022-11-26,KNFB,7024.36
2022-11-27,KNFB,7022.94
2022-11-28,KNFB,7020.27
2022-11-29,KNFB,7019.36
2022-11-30,KNFB,7018.85
2022-12-01,KNFB,7017.39
2022-12-02,KNFB,7017.23
2022-12-03,KNFB,7016.97
2022-12-04,KNFB,7016.1
2022-12-05,KNFB,7016.42
2022-12-06,KNFB,7016.53
2022-12-07,KNFB,7016.74
2022-12-08,KNFB,7018.12
2022-12-09,KNFB,7018.53
2022-12-10,KNFB,7017.77
2022-12-11,KNFB,7018.25
2022-12-12,KNFB,7018.59
2022-12-13,KNFB,7019.26
2022-12-14,KNFB,7020.02
2022-12-15,KNFB,7019.5
2022-12-16,KNFB,7020.19
2022-12-17,KNFB,7019.72
2022-12-18,KNFB,7019.65
2022-12-19,KNFB,7019.22
2022-12-20,KNFB,7021.11
2022-12-21,KNFB,7020.18
2022-12-22,KNFB,7021.52
2022-12-23,KNFB,7020.94
2022-12-24,KNFB,7021.46
2022-12-25,KNFB,7020.43
2022-12-26,KNFB,7020.46
2022-12-27,KNFB,7020.11
2022-12-28,KNFB,7020.36
2022-12-29,KNFB,7019.93
2022-12-30,KNFB,7020.76
2022-12-31,KNFB,7021.61
2023-01-01,KNFB,7021.54
2023-01-02,KNFB,7022.78
2023-01-03,KNFB,7024.39
2023-01-04,KNFB,7024.98
2023-01-05,KNFB,7025.46
2023-01-06,KNFB,7026.8
2023-01-07,KNFB,7028.05
2023-01-08,KNFB,7029.4
2023-01-09,KNFB,7031.41
2023-01-10,KNFB,7033.8
2023-01-11,KNFB,7035.85
2023-01-12,KNFB,7036.69
2023-01-13,KNFB,7036.53
2023-01-14,KNFB,7036.64
2023-01-15,KNFB,7037.53
2023-01-16,KNFB,7037.98
2023-01-17,KNFB,7039.89
2023-01-18,KNFB,7042.3
2023-01-19,KNFB,7043.55
2023-01-20,KNFB,7045.6
2023-01-21,KNFB,7047.11
2023-01-22,KNFB,7048.36
2023-01-23,KNFB,7048.86
2023-01-24,KNFB,7051.59
2023-01-25,KNFB,7053.16
2023-01-26,KNFB,7053.41
2023-01-27,KNFB,7053.49
2023-01-28,KNFB,7055.76
2023-01-29,KNFB,7056.8
2023-01-30,KNFB,7057.25
2023-01-31,KNFB,7059.1
2023-02-01,KNFB,7059.99
2023-02-02,KNFB,7060.15
2023-02-03,KNFB,7060.29
2023-02-04,KNFB,7059.66
2023-02-05,KNFB,7060.13
2023-02-06,KNFB,7060.89
2023-02-07,KNFB,7061.04
2023-02-08,KNFB,7061.55
2023-02-09,KNFB,7062.28
2023-02-10,KNFB,7062.09
2023-02-11,KNFB,7061.77
2023-02-12,KNFB,7060.77
2023-02-13,KNFB,7059.16
2023-02-14,KNFB,7058.71
2023-02-15,KNFB,7058.31
2023-02-16,KNFB,7058.66
2023-02-17,KNFB,7058.95
2023-02-18,KNFB,7059.5
2023-02-19,KNFB,7058.59
2023-02-20,KNFB,7059.31
2023-02-21,KNFB,7059.91
2023-02-22,KNFB,7060.88
2023-02-23,KNFB,7060.67
2023-02-24,KNFB,7061.52
2023-02-25,KNFB,7060.11
2023-02-26,KNFB,7058.41
2023-02-27,KNFB,7058.07
2023-02-28,KNFB,7059.26
2023-03-01,KNFB,7061.47
2023-03-02,KNFB,7064.78
2023-03-03,KNFB,7069.27
2023-03-04,KNFB,7073.76
2023-03-05,KNFB,7078.32
2023-03-06,KNFB,7083.2
2023-03-07,KNFB,7087.63
2023-03-08,KNFB,7092.52
2023-03-09,KNFB,7097.5
2023-03-10,KNFB,7101.77
2023-03-11,KNFB,7107.75
2023-03-12,KNFB,7113.42
2023-03-13,KNFB,7119.39
2023-03-14,KNFB,7124.42
2023-03-15,KNFB,7130.21
2023-03-16,KNFB,7133.8
2023-03-17,KNFB,7138.65
2023-03-18,KNFB,7143.35
2023-03-19,KNFB,7148.14
2023-03-20,KNFB,7153.4
2023-03-21,KNFB,7158.5
2023-03-22,KNFB,7164.53
2023-03-23,KNFB,7169.96
2023-03-24,KNFB,7175.89
2023-03-25,KNFB,7179.53
2023-03-26,KNFB,7185.05
2023-03-27,KNFB,7188.05
2023-03-28,KNFB,7191.77
2023-03-29,KNFB,7196.36
2023-03-30,KNFB,7202.4
2023-03-31,KNFB,7205.55
2023-04-01,KNFB,7209.24
2023-04-02,KNFB,7212.16
2023-04-03,KNFB,7211.98
2023-04-04,KNFB,7210.58
2023-04-05,KNFB,7209.78
2023-04-06,KNFB,7208.11
2023-04-07,KNFB,7206.25
2023-04-08,KNFB,7204.83
2023-04-09,KNFB,7203.88
2023-04-10,KNFB,7202.87
2023-04-11,KNFB,7202.79
2023-04-12,KNFB,7201.74
2023-04-13,KNFB,7201.38
2023-04-14,KNFB,7200.49
2023-04-15,KNFB,7200.72
2023-04-16,KNFB,7199.39
2023-04-17,KNFB,7198.74
2023-04-18,KNFB,7198.17
2023-04-19,KNFB,7198.54
2023-04-20,KNFB,7197.1
2023-04-21,KNFB,7195.63
2023-04-22,KNFB,7195.57
2023-04-23,KNFB,7193.96
2023-04-24,KNFB,7191.83
2023-04-25,KNFB,7191.51
2023-04-26,KNFB,7192.51
2023-04-27,KNFB,7190.77
2023-04-28,KNFB,7190.14
2023-04-29,KNFB,7189.3
2023-04-30,KNFB,7188.76
2023-05-01,KNFB,7187.59
2023-05-02,KNFB,7187.52
2023-05-03,KNFB,7187.67
2023-05-04,KNFB,7189.9
2023-05-05,KNFB,7189.62
2023-05-06,KNFB,7190.56
2023-05-07,KNFB,7192.2
2023-05-08,KNFB,7193.26
2023-05-09,KNFB,7192.82
2023-05-10,KNFB,7192.66
2023-05-11,KNFB,7192.73
2023-05-12,KNFB,7192.85
2023-05-13,KNFB,7194.46
2023-05-14,KNFB,7196.05
2023-05-15,KNFB,7198.81
2023-05-16,KNFB,7199.67
2023-05-17,KNFB,7199.58
2023-05-18,KNFB,7200.18
2023-05-19,KNFB,7200.53
2023-05-20,KNFB,7199.97
2023-05-21,KNFB,7201.16
2023-05-22,KNFB,7203.06
2023-05-23,KNFB,7203.82
2023-05-24,KNFB,7205.54
2023-05-25,KNFB,7208.03
2023-05-26,KNFB,7208.39
2023-05-27,KNFB,7208.18
2023-05-28,KNFB,7209.47
2023-05-29,KNFB,7208.89
2023-05-30,KNFB,7207.4
2023-05-31,KNFB,7207.68
2023-06-01,KNFB,7206.98
2023-06-02,KNFB,7203.7
2023-06-03,KNFB,7199.11
2023-06-04,KNFB,7195.14
2023-06-05,KNFB,7188.88
2023-06-06,KNFB,7182.66
2023-06-07,KNFB,7176.28
2023-06-08,KNFB,7171.71
2023-06-09,KNFB,7164.34
2023-06-10,KNFB,7158.05
2023-06-11,KNFB,7152.05
2023-06-12,KNFB,7145.82
2023-06-13,KNFB,7139.3
2023-06-14,KNFB,7133.17
2023-06-15,KNFB,7127.17
2023-06-16,KNFB,7121.82
2023-06-17,KNFB,7115.91
2023-06-18,KNFB,7109.53
2023-06-19,KNFB,7104.51
2023-06-20,KNFB,7099.11
2023-06-21,KNFB,7091.79
2023-06-22,KNFB,7086.16
2023-06-23,KNFB,7079.96
2023-06-24,KNFB,7073.82
2023-06-25,KNFB,7066.06
2023-06-26,KNFB,7060.28
2023-06-27,KNFB,7054.24
2023-06-28,KNFB,7047.1
2023-06-29,KNFB,7039.71
2023-06-30,KNFB,7034.54
2023-07-01,KNFB,7026.74
2023-07-02,KNFB,7018.74
2023-07-03,KNFB,7011.9
2023-07-04,KNFB,7005.24
2023-07-05,KNFB,6997.62
2023-07-06,KNFB,6990.05
2023-07-07,KNFB,6981.62
2023-07-08,KNFB,6974.09
2023-07-09,KNFB,6965.85
2023-07-10,KNFB,6957.71
2023-07-11,KNFB,6950.59
2023-07-12,KNFB,6944.47
2023-07-13,KNFB,6935.87
2023-07-14,KNFB,6928.62
2023-07-15,KNFB,6920.12
2023-07-16,KNFB,6913.21
2023-07-17,KNFB,6904.16
2023-07-18,KNFB,6897.27
2023-07-19,KNFB,6888.56
2023-07-20,KNFB,6880.53
2023-07-21,KNFB,6871.52
2023-07-22,KNFB,6863.11
2023-07-23,KNFB,6855.2
2023-07-24,KNFB,6847.26
2023-07-25,KNFB,6840.88
2023-07-26,KNFB,6833.68
2023-07-27,KNFB,6826.85
2023-07-28,KNFB,6819.41
2023-07-29,KNFB,6811.91
2023-07-30,KNFB,6802.44
2023-07-31,KNFB,6795.29
2023-08-01,KNFB,6788.89
2023-08-02,KNFB,6784.12
2023-08-03,KNFB,6780.59
2023-08-04,KNFB,6779.12
2023-08-05,KNFB,6776.75
2023-08-06,KNFB,6776.33
2023-08-07,KNFB,6773.76
2023-08-08,KNFB,6772.72
2023-08-09,KNFB,6769.97
2023-08-10,KNFB,6768.04
2023-08-11,KNFB,6764.46
2023-08-12,KNFB,6762.79
2023-08-13,KNFB,6760.83
2023-08-14,KNFB,6760.01
2023-08-15,KNFB,6758.2
2023-08-16,KNFB,6757.0
2023-08-17,KNFB,6755.24
2023-08-18,KNFB,6753.53
2023-08-19,KNFB,6750.61
2023-08-20,KNFB,6748.53
2023-08-21,KNFB,6744.88
2023-08-22,KNFB,6741.3
2023-08-23,KNFB,6739.5
2023-08-24,KNFB,6738.25
2023-08-25,KNFB,6735.86
2023-08-26,KNFB,6735.95
2023-08-27,KNFB,6735.61
2023-08-28,KNFB,6733.37
2023-08-29,KNFB,6730.57
2023-08-30,KNFB,6727.93
2023-08-31,KNFB,6724.39
2023-09-01,KNFB,6720.57
2023-09-02,KNFB,6715.2
2023-09-03,KNFB,6711.59
2023-09-04,KNFB,6708.89
2023-09-05,KNFB,6705.74
2023-09-06,KNFB,6701.88
2023-09-07,KNFB,6699.83
2023-09-08,KNFB,6697.04
2023-09-09,KNFB,6691.97
2023-09-10,KNFB,6688.61
2023-09-11,KNFB,6685.73
2023-09-12,KNFB,6682.48
2023-09-13,KNFB,6677.67
2023-09-14,KNFB,6675.98
2023-09-15,KNFB,6672.3
2023-09-16,KNFB,6669.13
2023-09-17,KNFB,6665.07
2023-09-18,KNFB,6663.08
2023-09-19,KNFB,6658.98
2023-09-20,KNFB,6655.31
2023-09-21,KNFB,6651.93
2023-09-22,KNFB,6647.79
2023-09-23,KNFB,6643.97
2023-09-24,KNFB,6640.61
2023-09-25,KNFB,6636.46
2023-09-26,KNFB,6631.25
2023-09-27,KNFB,6628.06
2023-09-28,KNFB,6624.59
2023-09-29,KNFB,6621.26
2023-09-30,KNFB,6616.44
2023-10-01,KNFB,6612.79
2023-10-02,KNFB,6607.47
2023-10-03,KNFB,6601.61
2023-10-04,KNFB,6595.98
2023-10-05,KNFB,6590.72
2023-10-06,KNFB,6585.31
2023-10-07,KNFB,6579.79
2023-10-08,KNFB,6573.67
2023-10-09,KNFB,6565.91
2023-10-10,KNFB,6560.05
2023-10-11,KNFB,6553.28
2023-10-12,KNFB,6546.67
2023-10-13,KNFB,6540.37
2023-10-14,KNFB,6535.75
2023-10-15,KNFB,6529.11
2023-10-16,KNFB,6523.2
2023-10-17,KNFB,6517.28
2023-10-18,KNFB,6511.87
2023-10-19,KNFB,6504.61
2023-10-20,KNFB,6498.48
2023-10-21,KNFB,6491.05
2023-10-22,KNFB,6484.78
2023-10-23,KNFB,6478.09
2023-10-24,KNFB,6471.6
2023-10-25,KNFB,6466.35
2023-10-26,KNFB,6461.15
2023-10-27,KNFB,6455.27
2023-10-28,KNFB,6449.43
2023-10-29,KNFB,6443.33
2023-10-30,KNFB,6435.73
2023-10-31,KNFB,6431.24
2023-11-01,KNFB,6428.09
2023-11-02,KNFB,6426.53
2023-11-03,KNFB,6427.41
2023-11-04,KNFB,6429.88
2023-11-05,KNFB,6431.51
2023-11-06,KNFB,6432.71
2023-11-07,KNFB,6433.27
2023-11-08,KNFB,6433.49
2023-11-09,KNFB,6433.08
2023-11-10,KNFB,6433.49
2023-11-11,KNFB,6433.61
2023-11-12,KNFB,6435.18
2023-11-13,KNFB,6436.59
2023-11-14,KNFB,6438.83
2023-11-15,KNFB,6439.81
2023-11-16,KNFB,6440.92
2023-11-17,KNFB,6441.05
2023-11-18,KNFB,6441.99
2023-11-19,KNFB,6442.7
2023-11-20,KNFB,6443.49
2023-11-21,KNFB,6445.17
2023-11-22,KNFB,6446.63
2023-11-23,KNFB,6447.94
2023-11-24,KNFB,6449.1
2023-11-25,KNFB,6450.76
2023-11-26,KNFB,6452.58
2023-11-27,KNFB,6452.64
2023-11-28,KNFB,6454.1
2023-11-29,KNFB,6454.66
2023-11-30,KNFB,6454.1
2023-12-01,KNFB,6452.13
2023-12-02,KNFB,6449.08
2023-12-03,KNFB,6444.27
2023-12-04,KNFB,6439.02
2023-12-05,KNFB,6434.32
2023-12-06,KNFB,6427.86
2023-12-07,KNFB,6423.44
2023-12-08,KNFB,6416.82
2023-12-09,KNFB,6411.11
2023-12-10,KNFB,6403.47
2023-12-11,KNFB,6398.4
2023-12-12,KNFB,6392.44
2023-12-13,KNFB,6387.48
2023-12-14,KNFB,6382.63
2023-12-15,KNFB,6376.86
2023-12-16,KNFB,6370.38
2023-12-17,KNFB,6364.16
2023-12-18,KNFB,6357.41
2023-12-19,KNFB,6350.51
2023-12-20,KNFB,6345.46
2023-12-21,KNFB,6340.03
2023-12-22,KNFB,6334.13
2023-12-23,KNFB,6329.07
2023-12-24,KNFB,6323.22
2023-12-25,KNFB,6318.06
2023-12-26,KNFB,6312.75
2023-12-27,KNFB,6308.82
2023-12-28,KNFB,6303.31
2023-12-29,KNFB,6298.07
2023-12-30,KNFB,6292.94
2023-12-31,KNFB,6287.08
2024-01-01,KNFB,6281.42
2024-01-02,KNFB,6278.12
2024-01-03,KNFB,6275.39
2024-01-04,KNFB,6273.33
2024-01-05,KNFB,6272.85
2024-01-06,KNFB,6272.37
2024-01-07,KNFB,6270.54
2024-01-08,KNFB,6269.84
2024-01-09,KNFB,6268.91
2024-01-10,KNFB,6267.33
2024-01-11,KNFB,6265.71
2024-01-12,KNFB,6266.15
2024-01-13,KNFB,6264.19
2024-01-14,KNFB,6262.25
2024-01-15,KNFB,6261.19
2024-01-16,KNFB,6260.1
2024-01-17,KNFB,6257.96
2024-01-18,KNFB,6258.38
2024-01-19,KNFB,6257.51
2024-01-20,KNFB,6256.23
2024-01-21,KNFB,6254.85
2024-01-22,KNFB,6252.88
2024-01-23,KNFB,6251.32
2024-01-24,KNFB,6250.08
2024-01-25,KNFB,6249.07
2024-01-26,KNFB,6247.38
2024-01-27,KNFB,6247.03
2024-01-28,KNFB,6245.31
2024-01-29,KNFB,6244.83
2024-01-30,KNFB,6243.43
2024-01-31,KNFB,6242.02
2024-02-01,KNFB,6239.89
2024-02-02,KNFB,6237.26
2024-02-03,KNFB,6233.13
2024-02-04,KNFB,6229.47
2024-02-05,KNFB,6226.25
2024-02-06,KNFB,6222.83
2024-02-07,KNFB,6217.63
2024-02-08,KNFB,6212.95
2024-02-09,KNFB,6208.9
2024-02-10,KNFB,6204.79
2024-02-11,KNFB,6199.81
2024-02-12,KNFB,6195.55
2024-02-13,KNFB,6190.71
2024-02-14,KNFB,6186.04
2024-02-15,KNFB,6180.98
2024-02-16,KNFB,6176.13
2024-02-17,KNFB,6172.13
2024-02-18,KNFB,6169.05
2024-02-19,KNFB,6163.74
2024-02-20,KNFB,6159.92
2024-02-21,KNFB,6155.24
2024-02-22,KNFB,6151.25
2024-02-23,KNFB,6146.25
2024-02-24,KNFB,6143.0
2024-02-25,KNFB,6137.94
2024-02-26,KNFB,6133.88
2024-02-27,KNFB,6130.24
2024-02-28,KNFB,6125.61
2024-02-29,KNFB,6120.69
2024-03-01,KNFB,6116.61
2024-03-02,KNFB,6112.71
2024-03-03,KNFB,6107.59
2024-03-04,KNFB,6102.99
2024-03-05,KNFB,6098.44
2024-03-06,KNFB,6093.04
2024-03-07,KNFB,6087.5
2024-03-08,KNFB,6081.75
2024-03-09,KNFB,6077.73
2024-03-10,KNFB,6071.76
2024-03-11,KNFB,6066.93
2024-03-12,KNFB,6061.51
2024-03-13,KNFB,6056.64
2024-03-14,KNFB,6051.31
2024-03-15,KNFB,6046.81
2024-03-16,KNFB,6042.93
2024-03-17,KNFB,6039.29
2024-03-18,KNFB,6035.08
2024-03-19,KNFB,6029.81
2024-03-20,KNFB,6025.48
2024-03-21,KNFB,6019.9
2024-03-22,KNFB,6014.15
2024-03-23,KNFB,6008.06
2024-03-24,KNFB,6003.94
2024-03-25,KNFB,5999.74
2024-03-26,KNFB,5995.11
2024-03-27,KNFB,5990.33
2024-03-28,KNFB,5986.63
2024-03-29,KNFB,5980.89
2024-03-30,KNFB,5974.3
2024-03-31,KNFB,5969.54
2024-04-01,KNFB,5963.78
2024-04-02,KNFB,5958.07
2024-04-03,KNFB,5952.35
2024-04-04,KNFB,5948.17
2024-04-05,KNFB,5941.7
2024-04-06,KNFB,5936.72
2024-04-07,KNFB,5931.23
2024-04-08,KNFB,5925.38
2024-04-09,KNFB,5918.52
2024-04-10,KNFB,5912.98
2024-04-11,KNFB,5906.71
2024-04-12,KNFB,5900.66
2024-04-13,KNFB,5896.13
2024-04-14,KNFB,5890.13
2024-04-15,KNFB,5884.05
2024-04-16,KNFB,5878.48
2024-04-17,KNFB,5872.96
2024-04-18,KNFB,5867.32
2024-04-19,KNFB,5862.73
2024-04-20,KNFB,5857.51
2024-04-21,KNFB,5852.35
2024-04-22,KNFB,5846.54
2024-04-23,KNFB,5839.89
2024-04-24,KNFB,5833.98
2024-04-25,KNFB,5828.06
2024-04-26,KNFB,5823.28
2024-04-27,KNFB,5818.43
2024-04-28,KNFB,5813.19
2024-04-29,KNFB,5808.05
2024-04-30,KNFB,5801.49
2024-05-01,KNFB,5793.34
2024-05-02,KNFB,5785.88
2024-05-03,KNFB,5778.85
2024-05-04,KNFB,5771.73
2024-05-05,KNFB,5765.83
2024-05-06,KNFB,5761.29
2024-05-07,KNFB,5755.36
2024-05-08,KNFB,5749.57
2024-05-09,KNFB,5741.84
2024-05-10,KNFB,5734.86
2024-05-11,KNFB,5727.71
2024-05-12,KNFB,5720.9
2024-05-13,KNFB,5714.62
2024-05-14,KNFB,5708.74
2024-05-15,KNFB,5701.56
2024-05-16,KNFB,5694.48
2024-05-17,KNFB,5687.54
2024-05-18,KNFB,5679.44
2024-05-19,KNFB,5673.33
2024-05-20,KNFB,5666.79
2024-05-21,KNFB,5660.04
2024-05-22,KNFB,5653.3
2024-05-23,KNFB,5647.58
2024-05-24,KNFB,5640.67
2024-05-25,KNFB,5635.82
2024-05-26,KNFB,5629.27
2024-05-27,KNFB,5623.5
2024-05-28,KNFB,5616.48
2024-05-29,KNFB,5610.36
2024-05-30,KNFB,5602.27
2024-05-31,KNFB,5597.11
2024-06-01,KNFB,5591.89
2024-06-02,KNFB,5589.08
2024-06-03,KNFB,5585.53
2024-06-04,KNFB,5582.99
2024-06-05,KNFB,5579.26
2024-06-06,KNFB,5577.76
2024-06-07,KNFB,5574.72
2024-06-08,KNFB,5572.45
2024-06-09,KNFB,5571.05
2024-06-10,KNFB,5569.17
2024-06-11,KNFB,5565.65
2024-06-12,KNFB,5564.36
2024-06-13,KNFB,5562.02
2024-06-14,KNFB,5559.96
2024-06-15,KNFB,5557.57
2024-06-16,KNFB,5555.73
2024-06-17,KNFB,5552.27
2024-06-18,KNFB,5549.83
2024-06-19,KNFB,5547.31
2024-06-20,KNFB,5546.24
2024-06-21,KNFB,5544.86
2024-06-22,KNFB,5543.2
2024-06-23,KNFB,5540.74
2024-06-24,KNFB,5537.82
2024-06-25,KNFB,5535.6
2024-06-26,KNFB,5531.67
2024-06-27,KNFB,5528.98
2024-06-28,KNFB,5526.85
2024-06-29,KNFB,5525.46
2024-06-30,KNFB,5522.2
2024-07-01,KNFB,5518.37
2024-07-02,KNFB,5512.99
